id,year_birth,education,marital_status,income,kidhome,teenhome,dt_customer,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,response,complain,country,age,total_spend,total_purchases
2173,1952,Graduation,Widow,0.0,0,1,,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,SP,73,32,4
10711,1945,Graduation,Married,0.0,0,0,,23,217,77,373,111,23,93,1,3,6,12,1,0,0,0,0,0,0,0,SA,80,894,21
8268,1961,PhD,Married,0.0,0,1,,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,CA,64,404,14
2782,1961,PhD,Married,0.0,0,1,,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,SP,64,404,14
9432,1977,Graduation,Together,0.0,1,0,,23,9,14,18,8,1,12,4,3,1,3,6,0,0,0,0,0,0,0,SA,48,62,7
5872,1951,Graduation,Single,0.0,0,1,,23,240,90,216,63,6,24,4,4,4,10,3,0,0,0,0,0,0,0,US,74,639,18
11187,1978,Basic,Single,0.0,1,0,,23,2,8,10,12,14,23,3,2,1,3,5,0,0,0,0,0,0,0,CA,47,69,6
2428,1970,Graduation,Married,0.0,1,0,,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,0,GER,55,78,6
1726,1970,Graduation,Single,0.0,0,0,,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,1,0,SP,55,81,4
1802,1971,Graduation,Married,0.0,0,1,,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,SP,54,680,18
1162,1987,PhD,Single,0.0,0,0,,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,1,0,SP,38,653,18
10643,1987,PhD,Single,0.0,0,0,,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,1,0,AUS,38,653,18
11112,1966,Graduation,Together,0.0,0,1,,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0,SP,59,1477,19
2114,1946,PhD,Single,0.0,0,0,,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,1,0,US,79,1315,25
4261,1946,PhD,Single,0.0,0,0,,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,1,0,SA,79,1315,25
2457,1975,Basic,Married,0.0,0,1,,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,SP,50,45,4
2495,1974,Master,Married,0.0,0,1,,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,0,SP,51,816,21
6983,1950,Master,Divorced,0.0,1,1,,24,23,2,17,2,1,0,2,2,0,3,7,0,0,0,0,0,0,0,IND,75,45,5
3436,1969,Graduation,Married,0.0,1,0,,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,SP,56,20,4
7505,1957,PhD,Married,0.0,1,1,,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,SP,68,46,4
4286,1970,PhD,Single,0.0,0,1,,24,580,6,58,8,0,27,3,7,6,6,4,1,0,0,0,0,0,0,IND,55,679,19
7224,1977,Graduation,Married,0.0,1,1,,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,0,IND,48,31,4
6215,1977,Graduation,Married,0.0,1,1,,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,1,0,SA,48,31,4
968,1968,Master,Divorced,0.0,1,0,,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,AUS,57,187,9
4096,1968,Master,Divorced,0.0,1,0,,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,US,57,187,9
3153,1957,PhD,Single,0.0,2,1,,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,SA,68,17,3
6504,1975,2n Cycle,Together,0.0,1,0,,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,0,SP,50,78,6
5329,1949,PhD,Divorced,0.0,1,1,,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,AUS,76,11,3
1175,1983,Master,Married,0.0,0,0,,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,1,0,SP,42,426,11
1377,1954,Master,Widow,0.0,0,1,,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,SA,71,285,10
4607,1959,Graduation,Together,0.0,0,0,,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,SP,66,777,16
4944,1959,Graduation,Together,0.0,0,0,,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,SP,66,777,16
9483,1959,Graduation,Together,0.0,0,1,,24,290,59,177,77,5,29,7,4,6,8,3,0,0,0,0,0,0,1,CA,66,637,18
1378,1972,2n Cycle,Together,0.0,0,1,,24,284,16,160,84,16,134,6,7,4,6,6,0,0,0,0,0,0,0,SA,53,694,17
5991,1949,Master,Married,0.0,0,1,,24,173,2,39,3,2,47,3,5,1,4,7,0,0,0,0,0,0,0,GER,76,266,10
2807,1969,Graduation,Married,0.0,0,1,,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,SP,56,1001,24
1052,1969,Graduation,Married,0.0,0,1,,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,AUS,56,1001,24
9760,1963,PhD,Widow,0.0,0,1,,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,1,0,SA,62,1198,25
7101,1963,PhD,Widow,0.0,0,1,,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,SP,62,1198,25
9909,1996,2n Cycle,Married,0.0,0,0,,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,1,0,AUS,29,122,7
5907,1952,Master,Married,0.0,1,1,,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,SP,73,18,3
793,1973,Graduation,Married,0.0,1,0,,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0,AUS,52,45,5
8832,1976,Master,Together,0.0,1,0,,24,37,5,56,12,8,5,2,3,0,4,7,0,0,0,0,0,0,0,GER,49,123,7
2535,1978,Master,Married,0.0,1,0,,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,1,0,SP,47,844,19
1523,1973,Graduation,Married,0.0,1,1,,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,0,SA,52,96,6
1839,1974,Graduation,Single,0.0,0,0,,25,56,7,48,10,2,18,1,3,0,4,7,0,0,0,0,0,0,0,IND,51,141,7
9972,1955,PhD,Together,0.0,1,1,,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,SA,70,46,4
2945,1955,PhD,Together,0.0,1,1,,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,CA,70,46,4
9291,1959,Master,Married,0.0,0,1,,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,SP,66,15,3
2829,1955,Graduation,Married,0.0,0,1,,25,626,0,70,0,7,28,2,9,3,8,6,0,1,0,1,0,0,0,CA,70,731,20
8594,1958,PhD,Widow,0.0,0,1,,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0,SP,67,135,7
1592,1970,Graduation,Married,0.0,0,0,,25,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,0,CA,55,1724,15
4310,1944,Graduation,Married,0.0,0,0,,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,1,0,AUS,81,1428,20
6950,1958,Master,Married,0.0,1,1,,25,35,1,16,0,1,1,2,2,0,3,7,0,0,0,0,0,0,0,CA,67,54,5
8492,1978,Graduation,Together,0.0,0,0,,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,0,SP,47,1493,22
5684,1971,Master,Divorced,0.0,1,1,,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,SP,54,68,5
5909,1964,Graduation,Married,0.0,0,1,,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,GER,61,1171,15
9855,1952,PhD,Single,0.0,0,1,,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,SP,73,1020,25
975,1956,Graduation,Single,0.0,1,1,,25,178,4,26,8,4,44,5,4,1,5,6,0,0,0,0,0,0,0,AUS,69,264,10
8754,1974,PhD,Together,0.0,0,1,,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,SP,51,20,3
1456,1979,Graduation,Single,0.0,0,1,,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,IND,46,1180,24
2849,1979,Graduation,Single,0.0,0,1,,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,CA,46,1180,24
9984,1981,2n Cycle,Married,0.0,1,1,,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,1,0,SP,44,724,17
5527,1987,Graduation,Together,0.0,1,0,,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,0,SP,38,58,5
5628,1982,Graduation,Together,0.0,0,0,,25,848,154,323,201,61,78,1,10,3,10,6,1,0,0,0,0,0,0,US,43,1665,23
7627,1975,Master,Married,0.0,0,0,,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,1,0,SP,50,2086,21
1351,1956,Master,Together,0.0,0,1,,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,SP,69,1220,28
10629,1973,2n Cycle,Married,0.0,1,0,,25,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,0,GER,52,109,6
10395,1986,Basic,Single,0.0,1,0,,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,SP,39,101,7
6961,1974,Graduation,Married,0.0,2,0,,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,SP,51,11,3
10196,1978,Graduation,Married,0.0,2,0,,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,US,47,614,18
6182,1984,Graduation,Together,0.0,1,0,,26,11,4,20,10,3,5,2,2,0,4,6,0,0,0,0,0,0,0,US,41,53,6
10432,1974,Graduation,Divorced,0.0,1,0,,26,2,0,9,3,6,2,1,1,0,3,8,0,0,0,0,0,0,0,CA,51,22,4
1542,1975,Graduation,Single,0.0,1,2,,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,US,50,396,14
4220,1970,PhD,Married,0.0,0,1,,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0,CA,55,87,6
4141,1965,Graduation,Together,0.0,0,0,,26,426,49,127,111,21,42,1,8,2,10,4,0,0,0,0,0,0,0,US,60,776,20
1940,1986,Graduation,Married,0.0,1,0,,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,AUS,39,18,3
1506,1975,Graduation,Single,0.0,1,1,,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,1,0,SP,50,140,7
6347,1979,Basic,Single,0.0,1,0,,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,0,SP,46,36,4
1361,1974,Master,Married,0.0,0,0,,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,1,0,SP,51,1435,15
9422,1989,Graduation,Married,0.0,1,0,,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,0,AUS,36,131,7
1081,1957,PhD,Married,0.0,1,2,,26,733,9,180,12,19,66,11,6,3,5,4,0,0,0,0,0,0,0,SA,68,1019,14
7458,1956,Master,Together,0.0,1,1,,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,AUS,69,97,6
1012,1952,Graduation,Single,0.0,0,1,,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,0,AUS,73,884,20
5453,1956,Master,Married,0.0,0,0,,26,1083,108,649,253,151,108,1,4,7,12,2,0,0,0,1,0,0,0,SA,69,2352,23
6818,1974,Graduation,Married,0.0,0,1,,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,SP,51,369,11
7807,1974,Graduation,Married,0.0,0,1,,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,SP,51,369,11
7532,1980,Graduation,Married,0.0,0,1,,26,99,2,11,4,0,16,3,3,0,4,8,0,0,0,0,0,0,0,GER,45,132,7
8346,1974,Graduation,Single,0.0,1,0,,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,1,0,SP,51,296,10
5564,1969,Graduation,Together,0.0,0,1,,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,AUS,56,1338,18
3267,1963,Master,Together,0.0,0,1,,27,527,0,21,0,0,60,3,8,1,8,6,0,1,0,0,0,0,0,CA,62,608,17
3091,1981,2n Cycle,Together,0.0,1,0,,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,SA,44,823,20
762,1981,2n Cycle,Together,0.0,1,0,,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,SP,44,823,20
8029,1988,Master,Single,0.0,0,0,,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,1,0,US,37,1621,14
4376,1960,2n Cycle,Single,0.0,0,0,,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,1,0,SP,65,93,6
10981,1988,Graduation,Married,0.0,0,0,,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,SA,37,1198,17
486,1988,Graduation,Married,0.0,0,0,,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,CA,37,1198,17
1158,1966,Graduation,Divorced,0.0,0,1,,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,SP,59,144,7
9119,1950,Graduation,Together,0.0,0,1,,27,208,17,76,36,17,38,2,3,3,7,2,0,0,0,0,0,0,0,US,75,392,13
6694,1964,Graduation,Married,0.0,0,1,,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0,SP,61,1068,24
10573,1953,Graduation,Divorced,0.0,0,0,,27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,0,IND,72,421,17
10140,1983,PhD,Together,0.0,0,0,,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,0,IND,42,1727,16
2286,1962,Graduation,Single,0.0,1,1,,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,0,CA,63,114,6
8420,1970,2n Cycle,Married,0.0,0,0,,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,SP,55,64,6
10065,1970,2n Cycle,Married,0.0,0,0,,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,SP,55,64,6
1029,1970,PhD,Together,0.0,0,1,,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,SP,55,279,11
4207,1981,PhD,Married,0.0,0,0,,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,SP,44,1298,24
10277,1961,Graduation,Single,0.0,0,1,,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,SP,64,42,4
4436,1976,Graduation,Single,0.0,0,0,,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,SP,49,137,7
2929,1976,Graduation,Single,0.0,0,0,,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,SP,49,137,7
6281,1966,Graduation,Divorced,0.0,0,1,,27,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,0,0,SP,59,982,14
10390,1959,2n Cycle,Married,0.0,0,1,,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,SP,66,30,4
2574,1977,PhD,Married,0.0,0,1,,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,1,0,SP,48,1230,18
709,1952,Graduation,Divorced,0.0,0,1,,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,SA,73,1103,15
5955,1962,Graduation,Together,0.0,0,0,,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,SP,63,1932,15
8486,1971,Master,Together,0.0,1,0,,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,SP,54,367,13
10343,1991,2n Cycle,Single,0.0,0,0,,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0,IND,34,1345,17
6652,1965,Graduation,Married,0.0,0,0,,28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,0,CA,60,1134,16
8746,1989,Graduation,Married,0.0,1,0,,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0,SP,36,1188,17
4686,1962,PhD,Widow,0.0,0,0,,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,SP,63,1686,24
3551,1954,Master,Together,0.0,0,1,,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,SP,71,198,8
4338,1983,Graduation,Single,0.0,1,0,,28,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,0,0,SP,42,44,4
4444,1972,Graduation,Married,0.0,1,0,,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,SP,53,61,5
498,1970,Graduation,Single,0.0,1,0,,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0,SP,55,57,5
8230,1980,Graduation,Married,0.0,1,0,,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,0,SP,45,71,5
2826,1967,Graduation,Married,0.0,2,1,,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,SP,58,37,5
6222,1967,Graduation,Married,0.0,2,1,,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,SP,58,37,5
7352,1957,Graduation,Married,0.0,0,1,,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0,CA,68,405,13
10928,1958,Graduation,Together,0.0,0,1,,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,SP,67,599,15
10736,1971,Graduation,Single,0.0,0,1,,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,CA,54,1525,20
10163,1984,PhD,Single,0.0,0,0,,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,1,0,SP,41,1323,19
6168,1963,Graduation,Divorced,0.0,1,1,,28,33,0,5,0,0,15,2,1,1,2,4,0,0,0,0,0,0,0,IND,62,53,4
4656,1990,2n Cycle,Single,0.0,1,0,,28,342,32,230,34,32,40,5,10,5,4,9,1,0,0,0,0,0,0,SA,35,710,19
626,1951,Graduation,Married,0.0,1,1,,28,22,2,12,0,2,5,1,1,0,3,4,0,0,0,0,0,0,0,US,74,43,4
3870,1978,2n Cycle,Together,0.0,0,0,,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,GER,47,1006,23
6299,1968,PhD,Divorced,0.0,0,1,,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,1,0,CA,57,813,18
7798,1972,2n Cycle,Together,0.0,0,1,,28,233,20,57,8,20,91,4,7,1,5,7,0,0,0,0,0,0,0,CA,53,429,13
9973,1963,Graduation,Married,0.0,0,2,,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0,SP,62,490,16
4299,1960,Graduation,Together,0.0,0,1,,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,1,0,SP,65,1825,27
10971,1977,Graduation,Single,0.0,2,0,,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,SP,48,473,12
9931,1963,PhD,Married,0.0,1,1,,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,SP,62,9,0
6679,1966,Graduation,Single,0.0,0,0,,29,10,3,3,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,SP,59,16,3
5961,1978,Graduation,Married,0.0,1,0,,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,SP,47,57,4
6255,1952,Master,Together,0.0,0,1,,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,AUS,73,334,12
8614,1957,Graduation,Widow,0.0,0,1,,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,0,AUS,68,507,16
7828,1981,Master,Together,0.0,0,0,,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,SA,44,818,11
1277,1960,Graduation,Together,0.0,0,0,,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,US,65,1004,27
3595,1963,Graduation,Together,0.0,0,1,,29,631,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,0,SP,62,1138,26
5735,1991,Master,Single,0.0,0,0,,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,SP,34,2525,17
5350,1991,Master,Single,0.0,0,0,,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,1,0,SA,34,2525,17
4137,1948,Graduation,Together,0.0,0,0,,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,0,AUS,77,1076,15
6357,1959,2n Cycle,Divorced,0.0,0,1,,29,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,0,0,SA,66,491,15
9316,1952,Basic,Together,0.0,0,0,,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,US,73,29,4
3578,1949,Graduation,Divorced,0.0,0,1,,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,SP,76,236,10
153,1953,Graduation,Divorced,0.0,0,0,,29,19,3,6,4,2,12,1,1,0,3,4,0,0,0,0,0,0,0,SP,72,46,4
10524,1963,Master,Divorced,0.0,0,1,,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,0,CA,62,795,18
1518,1965,Master,Married,0.0,1,1,,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0,SP,60,749,19
2036,1973,PhD,Together,0.0,0,1,,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,0,IND,52,401,14
9495,1982,Graduation,Together,0.0,0,0,,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,SP,43,1149,16
2631,1982,Graduation,Together,0.0,0,0,,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,SP,43,1149,16
6312,1959,Graduation,Married,0.0,0,1,,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,0,GER,66,863,26
615,1960,Graduation,Together,0.0,0,0,,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0,SP,65,343,10
4406,1970,Graduation,Together,0.0,0,1,,29,846,84,352,91,56,42,4,9,4,8,5,0,0,0,0,0,0,0,CA,55,1471,21
10061,1950,Graduation,Married,0.0,0,1,,29,724,17,143,0,8,196,2,9,2,12,7,0,0,0,0,0,0,0,US,75,1088,23
10619,1994,Graduation,Single,0.0,0,0,,29,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,1,0,SA,31,1990,17
4945,1953,Graduation,Widow,0.0,0,0,,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,SP,72,1210,26
1777,1980,Basic,Married,0.0,0,0,,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,SP,45,74,5
4023,1970,Graduation,Married,0.0,1,0,,29,16,17,19,20,21,22,3,3,2,2,8,0,0,0,0,0,1,0,SP,55,115,7
7922,1951,PhD,Single,0.0,0,1,,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,0,SA,74,966,23
10699,1985,Graduation,Married,0.0,1,0,,30,46,0,40,3,0,3,2,3,0,3,8,0,0,0,0,0,0,0,SA,40,92,6
7516,1983,Graduation,Married,0.0,1,0,,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,GER,42,45,5
3129,1983,Graduation,Married,0.0,1,0,,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,SP,42,45,5
5121,1977,Graduation,Single,0.0,0,1,,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,0,CA,48,761,18
2186,1977,2n Cycle,Together,0.0,0,0,,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,1,0,SP,48,2257,21
10548,1995,Graduation,Single,0.0,0,0,,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,GER,30,960,23
6384,1978,Graduation,Divorced,0.0,0,1,,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,US,47,1453,18
2625,1954,2n Cycle,Single,0.0,0,1,,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,0,SA,71,350,12
1676,1975,Graduation,Married,0.0,0,1,,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0,SP,50,266,11
5534,1975,Master,Married,0.0,0,1,,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,SP,50,224,8
6859,1987,Graduation,Single,0.0,1,0,,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,SP,38,99,7
271,1969,Graduation,Widow,0.0,1,1,,30,154,0,50,6,11,37,5,3,4,3,6,1,0,0,0,0,0,0,CA,56,258,10
7699,1969,Graduation,Widow,0.0,1,1,,30,154,0,50,6,11,37,5,3,4,3,6,1,0,0,0,0,0,0,CA,56,258,10
7832,1959,Master,Married,0.0,0,1,,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,1,0,SP,66,1526,22
938,1981,Graduation,Married,0.0,1,1,,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,SP,44,87,5
7873,1973,PhD,Together,0.0,1,1,,30,141,11,114,15,14,5,4,4,1,7,5,0,0,0,0,0,0,0,CA,52,300,12
9967,1974,Graduation,Divorced,0.0,1,1,,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0,US,51,447,14
1087,1975,Master,Together,0.0,1,0,,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,1,0,SP,50,173,7
8314,1982,Graduation,Married,0.0,0,0,,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,SP,43,1772,18
3762,1986,PhD,Single,0.0,0,0,,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,1,0,SA,39,925,16
10383,1966,Graduation,Divorced,0.0,0,0,,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,1,0,AUS,59,1093,20
6798,1966,Graduation,Single,0.0,1,1,,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,1,0,SA,59,433,14
4168,1966,Graduation,Single,0.0,1,1,,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,1,0,SP,59,433,14
6690,1966,Master,Married,0.0,1,1,,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,SA,59,90,7
10602,1983,Graduation,Married,0.0,1,0,,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,IND,42,156,7
3220,1983,Graduation,Married,0.0,1,0,,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,GER,42,156,7
5424,1983,Graduation,Married,0.0,1,0,,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,SA,42,156,7
